points,threads,pi,error,time
10,1,3.600000000000,0.458407346410,0.000002
100,1,3.440000000000,0.298407346410,0.000008
10000,1,3.139200000000,0.002392653590,0.000474
1000000,1,3.142464000000,0.000871346410,0.034611
10000000,1,3.141989600000,0.000396946410,0.347895
100000000,1,3.141512280000,0.000080373590,3.550384
1000000000,1,3.141677764000,0.000085110410,34.647802
